Tarenna	Gardenieae	genus	乌口树属
Scyphiphora	Gardenieae	genus	瓶花木属
Porterandia	Gardenieae	genus	绢冠茜属
Naucleeae	Cinchonoideae	tribus	乌檀族
Uncaria	Naucleeae	genus	鉤藤屬
Chassalia	Rubiaceae	genus	弯管花属
Gelsemium	Gelsemieae	genus	钩吻属
Gelsemieae	Gelsemiaceae	tribus	钩吻族
Mesua	Calophyllaceae	genus	铁力木属
Carya	Juglandaceae	genus	山核桃属
Nothofagaceae	Fagales	genus	南青冈科
Ticodendraceae	Fagales	familia	太果木科
Betuloideae	Betulaceae	subfamilia	桦木亚科
Coryloideae	Betulaceae	subfamilia	榛亚科
Ostryopsis	Coryloideae	genus	虎榛子属
Betulites	Betulaceae	genus	拟桦属
Pityostrobus	Pinaceae	genus	松型毬果屬
Ormosia	Sophoreae	genus	红豆属
Sophoreae	Faboideae	tribus	槐族
Hepatica	Anemoninae	genus	獐耳细辛属
Anemoninae	Anemoneae	subtribus	银莲花亚族
Anemoneae	Ranunculoideae	tribus	银莲花族
Thalictrum	Thalictreae	genus	唐松草属
Thalictreae	Thalictroideae	tribus	唐松草族
Thalictroideae	Ranunculaceae	subfamilia	唐松草亚科
Centella	Mackinlayoideae	genus	积雪草属
Hydrocotyloideae	Araliaceae	subfamilia	天胡荽亚科
Hydrastis	Ranunculaceae	genus	金印草属
Linum	Linoideae	genus	亞麻屬
Linoideae	Linaceae	subfamilia	亞麻亞科
Linaceae	Malpighiales	familia	亞麻科
Fritillaria	Lilieae	genus	贝母属
Aquilaria	Aquilarioideae	genus	沉香屬
Euryodendron	Adinandreae	genus	猪血木属
Adinandreae	Ternstroemoideae	tribus	杨桐族
Ternstroemoideae	Theaceae	subfamilia	厚皮香亚科
Torilis	Scandicineae	genus	窃衣属
Scandicineae	Apioideae	tribus	针果芹族
Swietenia	Cedreloideae	genus	桃花心木属
Cedreloideae	Meliaceae	subfamilia	洋椿亚科
Apterosperma	Gordonieae	genus	圆籽荷属
Gordonieae	Theoideae	tribus	大头茶族
Theoideae	Theaceae	subfamilia	山茶亚科
Gordonia	Theaceae	genus	湿地茶属
Pyrenaria	Pyrenarieae	genus	核果茶属
Pyrenarieae	Theoideae	tribus	核果茶族
Schima	Gordonieae	genus	木荷属
Anneslea	Annesleeae	genus	茶梨属
Annesleeae	Ternstroemoideae	tribus	茶梨族
Stewartia	Stewartieae	genus	紫茎属
Stewartieae	Theoideae	tribus	紫茎族
Hartia	Stewartieae	genus	折柄茶属
Lithops	Aizoaceae	genus	生石花属
Tutcheria	Theeae	genus	石笔木属
Adinandra	Adinandreae	genus	杨桐属
Osmoxylon	Araliaceae	genus	蘭嶼八角金盤屬
Agathis	Araucariaceae	genus	贝壳杉属
Bombax	Bombacoideae	genus	木棉属
Byblis	Byblidaceae	genus	腺毛草屬
Byblidaceae	Lamiales	familia	腺毛草屬
Myrrhis	Apiaceae	genus	茉莉芹
Biancaea	Caesalpinieae	genus	云实属
Catha	Celastraceae	genus	巧茶属
Orchis	Orchidinae	genus	红门兰属
Amitostigma	Orchidinae	genus	无柱兰属
Androcorys	Orchidinae	genus	兜蕊兰属
Brachycorythis	Orchidinae	genus	苞叶兰属
Coeloglossum	Orchidinae	genus	凹舌兰属
Erythrorchis	Vanillinae	genus	倒吊兰属
Cyrtosia	Vanilleae	genus	肉果兰属
Galeola	Vanilleae	genus	山珊瑚属
Khaya	Cedreloideae	genus	非洲楝属
Nymphoides	Menyanthaceae	genus	莕菜属
Menyanthaceae	Asterales	familia	睡菜科
Menyanthes	Menyanthaceae	genus	睡菜
Handroanthus	Tecomeae	genus	汉氏风铃木属
Bignonieae	Bignoniaceae	tribus	紫葳族
Mezoneuron	Caesalpinieae	genus	見血飛屬
Guilandina	Caesalpinieae	genus	刺果苏木属
Arisaema	Arisaemateae	genus	天南星属
Anthurium	Anthurieae	genus	花烛属
Anthurieae	Pothoideae	tribus	花烛族
Bertholletia	Lecythidaceae	genus	巴西坚果属
Foetidia	Lecythidaceae	genus	藏蕊花属
Lecythis	Lecythidaceae	genus	猴钵树属
Adiantum	Pteridaceae	genus	铁线蕨属
Adiantaceae	Polypodiales	familia	鐵線蕨科
Alsophila	Cyatheaceae	genus	桫欏屬
Sphaeropteris	Cyatheaceae	genus	白桫椤属
Elaphoglossoideae	Dryopteridaceae	subfamilia	舌蕨亚科
Aspidiaceae	Polypodiales	familia	叉蕨科
Bolbitidaceae	Polypodiales	familia	实蕨科
Cheiropleuriaceae	Polypodiales	familia	燕尾蕨科
Dennstaedtiaceae	Dennstaedtiineae	familia	碗蕨科
Dipteridaceae	Gleicheniales	familia	双扇蕨科
Drynariaceae	Polypodiales	familia	槲蕨科
Gleicheniaceae	Polypodiales	familia	里白科
Grammitidaceae	Polypodiales	familia	禾叶蕨亚科
Gymnogrammitidaceae	Polypodiales	familia	雨蕨科
Hemionitidaceae	Polypodiales	familia	裸子蕨科
Hypodematiaceae	Polypodiales	familia	肿足蕨科
Lindsaeaceae	Polypodiales	familia	鳞始蕨科
Lomariopsidaceae	Polypodiales	familia	藤蕨科
Lygodiaceae	Polypodiales	familia	海金沙屬
Monachosoraceae	Filicales	familia	稀子蕨科
Oleandraceae	Polypodiales	familia	条蕨属
Onocleaceae	Polypodiales	familia	球子蕨科
Osmundaceae	Polypodiales	familia	紫萁目
Peranemaceae	Polypodiales	familia	球盖蕨科
Plagiogyriaceae	Polypodiales	familia	瘤足蕨科
Schizaeaceae	Polypodiales	familia	莎草蕨科
Vittariaceae	Polypodiales	familia	凤尾蕨科
Woodsiaceae	Polypodiales	familia	岩蕨科
Aleuritopteris	Pteridaceae	genus	粉背蕨属
Cryptogramma	Pteridaceae	genus	珠蕨属
Doryopteris	Cheilanthoideae	genus	黑心蕨属
Leptolepidium	Sinopteridaceae	genus	铜星蕨属
Notholaena	Sinopteridaceae	genus	隐囊蕨属
Onychium	Pteridoideae	genus	金粉蕨属
Pellaea	Pteridaceae	genus	旱蕨属
Craspedosorus	Thelypteridaceae	genus	沼泽蕨属
Diplazium	Athyriaceae	genus	双盖蕨属
Allantodia	Athyriaceae	genus	短肠蕨属
Bolbitis	Dryopteridaceae	genus	实蕨属
Loxogramme	Polypodiaceae	genus	剑蕨属
Rhachidosorus	Rhachidosoraceae	genus	轴果蕨属
Neolepisorus	Polypodiaceae	genus	盾蕨属
Polystichum	Dryopteridaceae	genus	耳蕨属
Nothoperanema	Dryopteridaceae	genus	肉刺蕨属
Arachniodes	Dryopterideae	genus	复叶耳蕨属
Vandenboschia	Hymenophyllaceae	genus	瓶蕨属
Microsorum	Polypodiaceae	genus	星蕨属
Microlepia	Dennstaedtiaceae	genus	鳞盖蕨属
Athyrium	Athyriaceae	genus	蹄盖蕨属
Oleandra	Oleandraceae	genus	条蕨属
Stenoloma	Lindsaeaceae	genus	乌蕨属
Dryopteris	Dryopteridaceae	genus	鳞毛蕨属
Lindsaea	Lindsaeaceae	genus	鳞始蕨属
Pseudocyclosorus	Thelypteridaceae	genus	假毛蕨属
Haplopteris	Pteridaceae	genus	书带蕨属
Acrophorus	Peranemaceae	genus	鳞毛蕨属
Coniogramme	Pteridaceae	genus	凤丫蕨属
Schizoloma	Lindsaeaceae	genus	鳞始蕨属
Protowoodsia	Woodsiaceae	genus	膀胱蕨属
Hymenophyllum	Hymenophylloideae	genus	膜蕨属
Lepidogrammitis	Polypodiaceae	genus	多盾蕨属
Ctenitis	Aspidiaceae	genus	肋毛蕨属
Cyclosorus	Thelypteridaceae	genus	毛蕨属
Gymnocarpium	Cystopteridaceae	genus	羽节蕨属
Plagiogyria	Plagiogyriaceae	genus	瘤足蕨属
Arthromeris	Polypodiaceae	genus	节肢蕨属
Ctenitopsis	Aspidiaceae	genus	轴脉蕨属
Psilotaceae	Psilotales	familia	松葉蕨科
Psilotales	Ophioglossidae	ordo	松葉蕨目
Polypodiidae (植物)	Polypodiopsida	subclassis	-
Tectaria	Tectariaceae	genus	叉蕨屬
Tectariaceae	Polypodiineae	familia	叉蕨科
Histiopteris	Dennstaedtiaceae	genus	栗蕨属
Phanerophlebiopsis	Dryopteridaceae	genus	复叶耳蕨属
Parathelypteris	Thelypteridaceae	genus	金星蕨属
Ceterachopsis	Aspleniaceae	genus	苍山蕨属
Egenolfia	Bolbitidaceae	genus	刺蕨属
Pseudophegopteris	Thelypteridaceae	genus	紫柄蕨属
Cheilanthopsis	Woodsiaceae	genus	滇蕨属
Lunathyrium	Athyriaceae	genus	蛾眉蕨属
Dennstaedtia	Dennstaedtiaceae	genus	碗蕨属
Pteridium	Dennstaedtiaceae	genus	蕨属
Lithostegia	Dryopteridaceae	genus	石盖蕨属
Gonocormus	Hymenophyllaceae	genus	鬃蕨属
Lomariopsis	Lomariopsidaceae	genus	藤蕨属
Hypolepis	Dennstaedtiaceae	genus	姬蕨属
Adenanthera	Adenanthereae	genus	海红豆属
Adenanthereae	Mimosoideae	tribus	海红豆族
Neottopteris	Aspleniaceae	genus	巢蕨属
Mecodium	Hymenophyllaceae	genus	蕗蕨属
Sphenomeris	Lindsaeaceae	genus	球棒蕨属
Ecdysanthera	Apocynaceae	genus	花皮胶藤属
Lepisorus	Lepisorioideae	genus	瓦苇属
Phymatopteris	Drynarioideae	genus	修蕨属
Crepidomanes	Hymenophyllaceae	genus	假脈蕨属
Micropolypodium	Grammitidaceae	genus	锯蕨属
Deparia	Athyriaceae	genus	对囊蕨属
Nigella	Nigelleae	genus	黑种草属
Prosaptia	Grammitidaceae	genus	穴子蕨属
Nigelleae	Ranunculoideae	tribus	黑種草族
Acrosorus	Grammitidaceae	genus	鼓蕨属
Calymmodon	Grammitidaceae	genus	荷包蕨属
Ctenopteris	Grammitidaceae	genus	蒿蕨属
Grammitis	Grammitidaceae	genus	禾叶蕨属
Scleroglossum	Grammitidaceae	genus	革舌蕨属
Acrostichum	Pteridaceae	genus	卤蕨属
Leptorumohra	Dryopteridaceae	genus	毛枝蕨属
Vittaria	Vittariaceae	genus	书带蕨属
Monachosorella	Monachosoraceae	genus	稀子旅蕨属
Monachosorum	Dennstaedtiaceae	genus	稀子蕨属
Sanicula	Apiaceae	genus	变豆菜属
Mitrastemon	Mitrastemonaceae	genus	帽蕊草属
Mitrastemonaceae	Ericales	familia	帽蕊草科
Tamarindus	Amherstieae	genus	酸豆
Amherstieae	Detarioideae	tribus	璎珞木族
Quercus sect. Cyclobalanopsis	Quercus subg. Cerris	sectio	青刚栎属
Angelica	Selineae	genus	當歸屬
Stellera	Thymelaeaceae	genus	狼毒属
Detarieae	Detarioideae	tribus	甘豆族
Cardiandra	Saxifragaceae	genus	草绣球属
Pyracantha	Rosaceae	genus	火棘属
Cochlearia	Brassicaceae	genus	岩荠属
Cissus	Vitaceae	genus	白粉藤属
Sindora	Detarieae	genus	油楠属
Ampelocissus	Vitaceae	genus	酸蔹藤属
Leea	Vitaceae	genus	火筒树属
Yua	Vitaceae	genus	俞藤属
Excoecaria	Hippomaneae	genus	海漆属
Celosia	Amaranthaceae	genus	青葙属
Damnacanthus	Rubiaceae	genus	虎刺属
Pyrola	Pyroloideae	genus	鹿蹄草属
Peliosanthes	Asparagaceae	genus	球子草属
Asparagoideae	Asparagaceae	subfamilia	天门冬亚科
Lomandroideae	Asparagaceae	subfamilia	多须草亚科
Zeuxine	Goodyerinae	genus	线柱兰属
Holcoglossum	Orchidaceae	subfamilia	槽舌兰属
Goodyerinae	Neottieae	subtribus	斑叶兰亚族
Chamaegastrodia	Goodyerinae	genus	叠鞘兰属
Cheirostylis	Goodyerinae	genus	叉柱兰属
Erythrodes	Goodyerinae	genus	钳唇兰属
Goodyera	Goodyerinae	genus	斑叶兰属
Herpysma	Goodyerinae	genus	爬兰属
Hetaeria	Goodyerinae	genus	翻唇兰属
Hylophila	Goodyerinae	genus	袋唇兰属
Hylophyla	Goodyerinae	genus	袋唇兰属
Ludisia	Goodyerinae	genus	血叶兰属
Myrmechis	Goodyerinae	genus	全唇兰属
Vexillabium	Goodyerinae	genus	旗唇兰属
Vrydagzynea	Goodyerinae	genus	二尾兰属
Oreomyrrhis	Apiaceae	genus	山茉莉芹属
Dyschoriste	Petalidinae	genus	安龙花属
Petalidinae	Ruellieae	subtribus	肾苞草亚族
Symplocos	Symplocaceae	genus	山矾属
Symplocaceae	Ericales	familia	山矾科
Ebenales	Dilleniidae	ordo	柿树目
Dilleniidae	Angiosperms	subclassis	五桠果亚纲
Spiraea	Spiraeeae	genus	绣线菊属
Hylotelephium	Umbilicinae	genus	八宝属
Umbilicinae	Sedeae	subtribus	荷叶景天亚族
Sedeae	Sempervivoideae	tribus	景天族
Sedum	Sedoideae	genus	景天屬
Sedoideae	Crassulaceae	subfamilia	景天亚科
Adromischus	Crassulaceae	genus	天锦木属
Aeonium	Crassulaceae	genus	莲花掌属
Aichryson	Crassulaceae	genus	爱染草属
Cotyledon	Crassulaceae	genus	银波木属
Crassula	Crassuloideae	genus	青锁龙属
Dudleya	Crassulaceae	genus	仙女杯属
Echeveria	Crassulaceae	genus	拟石莲花属
Graptopetalum	Crassulaceae	genus	风车莲属
Kalanchoe	Crassulaceae	genus	伽蓝菜属
Kungia	Crassulaceae	genus	孔岩草属
Lenophyllum	Crassulaceae	genus	纱罗属
Monanthes	Crassulaceae	genus	单花景天属
Orostachys	Crassulaceae	genus	瓦松属
Pachyphytum	Crassulaceae	genus	厚叶莲属
Petrosedum	Crassulaceae	genus	翅景天属
Phedimus	Crassulaceae	genus	费菜属
Pseudosedum	Crassulaceae	genus	六瓣景天属
Rosularia	Crassulaceae	genus	瓦莲属
Sempervivum	Semperviveae	genus	长生草属
Sinocrassula	Crassulaceae	genus	石莲属
Thompsonella	Crassulaceae	genus	紫穗莲属
Tylecodon	Crassulaceae	genus	奇峰锦属
Umbilicus	Crassulaceae	genus	脐景天属
Pimpinella	Pimpinelleae	genus	茴芹属
Hydrocotyle	Hydrocotyloideae	genus	天胡荽属
Calanthe	Collabieae	genus	虾脊兰属
Pleione	Coelogyninae	genus	独蒜兰属
Tylophora	Asclepiadoideae	genus	娃儿藤属
Pasania	Fagaceae	genus	石栎属
Conioselinum	Apioideae	genus	山芎属
Chionanthus	Oleaceae	genus	流苏树属
Phreatia	Orchidaceae	genus	馥兰属
Smilax	Smilacaceae	genus	菝葜属
Smilacaceae	Liliales	familia	菝葜科
Platanthera	Orchidaceae	genus	舌唇兰属
Eurya	Adinandreae	genus	柃属
Pachycentria	Melastomataceae	genus	厚距花属
Maranta	Marantaceae	genus	竹芋屬
Eriobotrya	Rosaceae	genus	枇杷属
Oberonia	Malaxidinae	genus	鸢尾兰属
Heterosmilax	Liliaceae	genus	肖菝葜属
Phyllanthus	Phyllantheae	genus	叶下珠属
Dendrolobium	Fabaceae	genus	假木豆属
Otanthera	Melastomataceae	genus	耳药花属
Tephroseris	Tephroseridinae	genus	狗舌草属
Thrixspermum	Aeridinae	genus	白点兰属
Syneilesis	Tussilaginae	genus	兔儿伞属
Collabium	Orchidaceae	genus	吻兰属
Blumea	Inuleae	genus	艾纳香属
Ainsliaea	Pertyeae	genus	兔儿风属
Disporum	Colchicaceae	genus	万寿竹属
Wikstroemia	Thymelaeoideae	genus	荛花属
Nervilia	Orchidaceae	genus	芋兰属
Flickingeria	Orchidaceae	genus	暂花兰属
Ephemerantha	Dendrobiinae	genus	金石斛属
Silene	Sileninae	genus	蝇子草属
Papilionanthe	Aeridinae	genus	凤蝶兰属
Cephalanthera	Orchidaceae	genus	头蕊兰属
Tainia	Collabieae	genus	带唇兰属
Cremastra	Orchidaceae	genus	杜鹃兰属
Dendranthema	Chrysantheminae	genus	菊属
Veratrum	Melanthieae	genus	藜芦属
Malaxis	Malaxideae	genus	小柱兰属
Disporopsis	Liliaceae	genus	竹根七属
Barbarea	Brassicaceae	genus	山芥属
Polygonatum	Nolinoideae	genus	黄精属
Gaultheria	Ericaceae	genus	白珠树属
Cryptostylis	Cryptostylidinae	genus	隐柱兰属
Cardamine	Arabideae	genus	碎米荠属
Arabideae	Brassicaceae	tribus	南芥族
Tulotis	Orchidaceae	genus	蜻蜓兰属
Corybas	Acianthinae	genus	铠兰属
Tropidia	Tropidieae	genus	竹茎兰属
Cryptostylidinae	Diurideae	subtribus	隱柱蘭亞族
Diurideae	Orchidoideae	tribus	雙尾蘭族
Tropidieae	Epidendroideae	tribus	竹茎兰族
Saccolabiopsis	Orchidaceae	genus	假囊唇兰属
Dysosma	Berberidaceae	genus	鬼臼属
Hippeophyllum	Orchidaceae	genus	套叶兰属
Eulophia	Orchidaceae	genus	美冠兰属
Odontochilus	Orchidaceae	genus	齒唇蘭屬
Palaquium	Sapotaceae	genus	胶木属
Homalomena	Araceae	genus	千年健属
Adenia	Passifloraceae	genus	蒴莲属
Nertera	Rubiaceae	genus	薄柱草属
Capillipedium	Poaceae	genus	细柄草属
Lycopodium	Lycopodiaceae	genus	石松属
Lycopodiaceae	Lycopodiales	familia	石松科
Lycopodiales	Eligulatae	ordo	石松科
Pachysandra	Buxaceae	genus	富贵草属
Buxaceae	Buxales	familia	黄杨科
Evolvulus	Cresseae	genus	土丁桂属
Trichoglottis	Orchidaceae	genus	毛舌兰属
Sanguisorba	Rosaceae	genus	地榆属
Filipendula	Rosaceae	genus	蚊子草属
Haraella	Orchidaceae	genus	香兰属
Anaphalis	Gnaphalinae	genus	香青属
Thladiantha	Thladiantheae	genus	赤瓟属
Trichosanthes	Sicyoeae	genus	栝蔞屬
Stephania	Menispermaceae	genus	千金藤属
Acalypha	Euphorbiaceae	genus	铁苋菜属
Actinodaphne	Lauraceae	genus	黄肉楠属
Drypetes	Putranjivaceae	genus	核果木属
Glochidion	Phyllantheae	genus	算盘子属
Sarcophyton	Aeridinae	genus	肉兰属
Embelia	Myrsinoideae	genus	酸藤子属
Myrsinaceae	Ericales	familia	紫金牛科
Primulales	Sympetalae	ordo	报春花目
Derris	Fabaceae	genus	鱼藤属
Sympetalae	Eudicots	subclassis	合瓣花亚纲
Callerya	Millettieae	genus	昆明鸡血藤属
Meliosma	Sabiaceae	genus	泡花树属
Schefflera	Plerandreae	genus	南鹅掌柴属
Schismatoglottis	Araceae	genus	落檐属
Daphne	Thymelaeoideae	genus	瑞香属
Thymelaeoideae	Thymelaeaceae	subfamilia	瑞香亚科
Cuscuta	Cuscuteae	genus	菟絲子屬
Sinopanax	Plerandreae	genus	华参属
Ligularia	Senecioninae	genus	橐吾属
Gynura	Senecioninae	genus	菊三七属
Amorphophallus	Thomsonieae	genus	魔芋属
Asarum	Aristolochiaceae	genus	细辛属
Balanophora	Balanophoraceae	genus	蛇菰属
Balanophoraceae	Santalales	familia	蛇菰科
Phaius	Collabieae	genus	鹤顶兰属
Euchresta	Fabaceae	genus	山豆根属
Luisia	Orchidaceae	genus	钗子股属
Tupistra	Asparagaceae	genus	开口箭属
Corylopsis	Hamamelidaceae	genus	蜡瓣花属
Cleisostoma	Orchidaceae	genus	隔距兰属
Dendrocnide	Urticeae	genus	火麻树属
Eria	Orchidaceae	genus	毛兰属
Chamabainia	Urticaceae	genus	微柱麻属
Alchornea	Acalypheae	genus	山麻杆属
Skimmia	Rutaceae	genus	茵芋属
Rabdosia	Lamiaceae	genus	香茶菜属
Appendicula	Podochilinae	genus	牛齿兰属
Tephrosia	Fabaceae	genus	灰叶属
Chamaesyce	Euphorbiaceae	genus	地锦草属
Mucuna	Phaseoleae	genus	黎豆属
Ponerorchis	Orchidaceae	genus	小红门兰属
Paraphlomis	Lamiaceae	genus	假糙苏属
Myriactis	Asteraceae	genus	齿冠草属
Achyrospermum	Lamiaceae	genus	鳞果草属
Acinos	Lamiaceae	genus	圣蓟属
Agastache	Lamiaceae	genus	藿香属
Ajuga	Lamiaceae	genus	筋骨草属
Alajja	Lamiaceae	genus	绵参属
Amethystea	Lamiaceae	genus	水棘针属
Anisochilus	Lamiaceae	genus	排草香属
Anisomeles	Lamiaceae	genus	广防风属
Bostrychanthera	Lamiaceae	genus	毛药花属
Cardioteucris	Lamiaceae	genus	掌叶石蚕属
Chaiturus	Lamiaceae	genus	鬃尾草属
Chamaesphacos	Lamiaceae	genus	矮刺苏属
Clerodendranthus	Lamiaceae	genus	肾茶属
Clinopodium	Lamiaceae	genus	风轮菜属
Coleus	Ocimeae	genus	鞘蕊属
Colquhounia	Lamiaceae	genus	火把花属
Comanthosphace	Lamiaceae	genus	绵穗苏属
Craniotome	Lamiaceae	genus	簇序草属
Cymaria	Lamiaceae	genus	歧伞花属
Dracocephalum	Lamiaceae	genus	青兰属
Dysophylla	Lamiaceae	genus	水蜡烛属
Elsholtzia	Elsholtzieae	genus	香薷属
Eremostachys	Lamiaceae	genus	沙穗属
Eurysolen	Lamiaceae	genus	宽管花属
Galeobdolon	Lamiaceae	genus	野芝麻属
Galeopsis	Lamiaceae	genus	鼬瓣花属
Glechoma	Mentheae	genus	活血丹属
Gomphostemma	Gomphostemmateae	genus	锥花属
Hanceola	Nepetoideae	genus	四轮香属
Heterolamium	Lamiaceae	genus	异野芝麻属
Hyssopus	Lamiaceae	genus	神香草属
Isodon	Lamiaceae	genus	香茶菜属
Kinostemon	Lamiaceae	genus	动蕊花属
Lagochilus	Lamiaceae	genus	兔唇花属
Lagopsis	Lamiaceae	genus	夏至草属
Lallemantia	Lamiaceae	genus	扁柄草属
Lamium	Lamiaceae	genus	野芝麻属
Lophanthus	Lamiaceae	genus	扭藿香属
Loxocalyx	Lamiaceae	genus	斜萼草属
Lycopus	Lamiaceae	genus	地笋属
Meehania	Lamiaceae	genus	龙头草属
Melissa	Salviinae	genus	蜜蜂花属
Micromeria	Lamiaceae	genus	姜味草属
Microtoena	Lamieae	genus	冠唇花属
Monarda	Monardeae	genus	美國薄荷屬
Mosla	Lamiaceae	genus	石薺薴屬
Notochaete	Lamiaceae	genus	钩萼草属
Ombrocharis	Lamiaceae	genus	喜雨草属
Orthosiphon	Ocimeae	genus	鸡脚参属
Paralamium	Lamioideae	genus	假野芝麻属
Perovskia	Lamiaceae	genus	分药花属
Phlomoides	Lamiaceae	genus	糙苏属
Pogostemon	Pogostemoneae	genus	刺蕊草属
Rostrinucula	Lamiaceae	genus	钩子木属
Rubiteucris	Lamiaceae	genus	掌叶石蚕属
Schizonepeta	Lamiaceae	genus	裂叶荆芥属
Schnabelia	Lamiaceae	genus	四棱草属
Sideritis	Lamiaceae	genus	毒马草属
Siphocranion	Lamiaceae	genus	筒冠花属
Stachyopsis	Lamiaceae	genus	假水苏属
Suzukia	Lamiaceae	genus	台钱草属
Wenchengia	Lamiaceae	genus	保亭花属
Ziziphora	Lamiaceae	genus	新塔花属
Euphrasia	Orobanchaceae	genus	小米草属
Stauntonia	Lardizabalaceae	genus	野木瓜属
Lardizabalaceae	Ranunculales	familia	木通科
Circaeasteraceae	Ranunculales	familia	星叶草科
Eupteleaceae	Ranunculales	familia	领春木科
Fumariaceae	Ranunculales	familia	紫堇科
Kingdoniaceae	Ranunculales	familia	独叶草科
Neonauclea	Rubiaceae	genus	新乌檀属
Dumasia	Fabaceae	genus	山黑豆属
Huperzia	Lycopodiaceae	genus	石杉属
Dichocarpum	Ranunculaceae	genus	人字果属
Shortia	Diapensiaceae	genus	岩扇属
Diapensiaceae	Asterids	familia	岩梅科
Taeniophyllum	Orchidaceae	genus	小蜘蛛兰属
Schizophragma	Saxifragaceae	genus	钻地风属
Astilboides	Saxifragaceae	genus	大叶子
Chrysosplenium	Saxifragaceae	genus	猫眼草属
Darmera	Saxifragaceae	genus	雨伞草属
Oresitrophe	Saxifragaceae	genus	独根草属
Rodgersia	Saxifragaceae	genus	鬼灯檠属
Tanakaea	Saxifragaceae	genus	峨屏草属
Tellima	Saxifragaceae	genus	杯花属
Tolmiea	Saxifragaceae	genus	驮子草属
Hiptage	Hireae	genus	飞鸢果属
Ascocentrum	Aeridinae	genus	鸟舌兰属
Neanotis	Rubiaceae	genus	新耳草属
Hieracium	Asteraceae	genus	山柳菊属
Helicia	Proteaceae	genus	山龍眼屬
Melodinus	Apocynaceae	genus	山橙属
Cerastium	Caryophyllaceae	genus	卷耳属
Sabina	Cupressaceae	genus	圆柏属
Actinostrobus	Cupressaceae	genus	澳洲柏松属
Athrotaxis	Athrotaxidoideae	genus	密叶杉属
Austrocedrus	Cupressaceae	genus	智利雪松属
Callitropsis	Cupressaceae	genus	澳洲柏属
Cryptomeria	Cupressaceae	genus	日本柳杉
Cunninghamia	Cupressaceae	genus	杉木属
Fitzroya	Cupressaceae	genus	智利肖柏属
Neocallitropsis	Cupressaceae	genus	新喀里多尼亚柏松属
Papuacedrus	Cupressaceae	genus	巴布亚柏松属
Pilgerodendron	Cupressaceae	genus	智南柏属
Platycladus	Cupressaceae	genus	侧柏属
Sequoia	Cupressaceae	genus	北美红杉属
Sequoiadendron	Cupressaceae	genus	巨杉属
Thujopsis	Cupressaceae	genus	罗汉柏属
Picris	Asteraceae	genus	毛连菜属
Abelia	Linnaeoideae	genus	糯米条属
Symphoricarpos	Caprifoliaceae	genus	毛核木属
Triosteum	Caprifoliaceae	genus	莛子藨屬
Dipelta	Caprifoliaceae	genus	双盾木属
Kolkwitzia	Caprifoliaceae	genus	蝟实
Linnaea	Caprifoliaceae	genus	北极花属
Morina	Caprifoliaceae	genus	刺参属
Triplostegia	Caprifoliaceae	genus	囊苞花属
Nardostachys	Caprifoliaceae	genus	甘松属
Valerianella	Caprifoliaceae	genus	新缬草属
Arabis	Brassicaceae	genus	南芥属
Beilschmiedia	Lauraceae	genus	琼楠属
Caryodaphnopsis	Lauraceae	genus	檬果樟属
Cassytha	Lauraceae	genus	无根藤属
Cryptocarya	Lauraceae	genus	厚壳桂属
Dehaasia	Lauraceae	genus	莲桂属
Laurus	Lauraceae	genus	月桂属
Neocinnamomum	Lauraceae	genus	新樟属
Syndiclis	Lauraceae	genus	油果樟属
Siraitia	Cucurbitaceae	genus	罗汉果属
Bryonieae	Cucurbitaceae	tribus	泻根族
Gomphogyneae	Cucurbitaceae	tribus	棒瓜族
Schizopeponeae	Cucurbitaceae	tribus	裂瓜族
Thladiantheae	Cucurbitoideae	tribus	赤瓟族
Zanonieae	Zanonoideae	tribus	翅子瓜族
Boschniakia	Orobanchaceae	genus	草苁蓉属
Aeginetia	Orobanchaceae	genus	野菰屬
Christisonia	Orobanchaceae	genus	假野菰属
Cistanche	Orobanchaceae	genus	肉苁蓉属
Gleadovia	Orobanchaceae	genus	藨寄生属
Lathraea	Orobanchaceae	genus	齿鳞草属
Lindenbergia	Orobanchaceae	genus	钟萼草属
Mannagettaea	Orobanchaceae	genus	豆列当属
Melampyrum	Orobanchaceae	genus	山罗花属
Odontites	Orobanchaceae	genus	疗齿草属
Orobanche	Orobanchaceae	genus	列當屬
Orthocarpus	Orobanchaceae	genus	直果草属
Phacellanthus	Orobanchaceae	genus	黄筒花属
Rehmannia	Orobanchaceae	genus	地黄属
Rhinanthus	Orobanchaceae	genus	鼻花属
Xylanche	Orobanchaceae	genus	丁座草属
Ailanthus	Simaroubaceae	genus	臭椿属
Rhynchoglossum	Gesneriaceae	genus	尖舌苣苔属
Pentapanax	Araliaceae	genus	羽叶五加属
Brassaiopsis	Plerandreae	genus	罗伞属
Dendropanax	Plerandreae	genus	树参属
Eleutherococcus	Araliaceae	genus	五加属
Acanthopanax	Plerandreae	genus	五加属
Fatsia	Plerandreae	genus	八角金盘属
Gamblea	Araliaceae	genus	萸叶五加属
Heteropanax	Araliaceae	genus	幌伞枫属
Kalopanax	Plerandreae	genus	刺楸
Macropanax	Plerandreae	genus	大参属
Merrilliopanax	Plerandreae	genus	常春木属
Oplopanax	Plerandreae	genus	刺参属
Polyscias	Araliaceae	genus	南洋参属
Tetrapanax	Plerandreae	genus	通脱木属
Trevesia	Plerandreae	genus	广叶参属
