Croton	Euphorbiaceae	genus	巴豆属
Toxocarpus	Apocynaceae	genus	弓果藤属
Allophylus	Sapindaceae	genus	异木患属
Orthotrichum	Orthotrichaceae	genus	木灵藓属
Baliospermum	Euphorbiaceae	genus	斑籽属
Phrynium	Marantaceae	genus	柊叶属
Docynia	Rosaceae	genus	栘𣐿属
Cylindrokelupha	Fabaceae	genus	猴耳环属
Archidendron	Ingeae	genus	猴耳环属
Pavieasia	Sapindaceae	genus	檀栗属
Murdannia	Commelinaceae	genus	水竹叶属
Diplospora	Rubiaceae	genus	狗骨柴属
Tricalysia	Rubiaceae	genus	狗骨柴属
Stemona	Stemonaceae	genus	百部属
Stemonaceae	Pandanales	familia	百部科
Ixonanthes	Erythroxylaceae	genus	粘木属
Lomagramma	Lomariopsidaceae	genus	网藤蕨属
Strophanthus	Apocynaceae	genus	羊角拗属
Loeseneriella	Celastraceae	genus	翅子藤属
Pterospermum	Sterculioideae	genus	翅子树属
Sterculiaceae	Malvales	familia	梧桐科
Veronicastrum	Veroniceae	genus	腹水草属
Noccaea	Brassicaceae	genus	山菥蓂属
Thlaspi	Brassicaceae	genus	菥蓂属
Elaphoglossum	Bolbitideae	genus	舌蕨属
Kopsia	Apocynaceae	genus	蕊木属
Crawfurdia	Gentianaceae	genus	蔓龙胆属
Heterostemma	Apocynaceae	genus	醉魂藤属
Kelloggia	Rubiaceae	genus	钩毛草属
Trollius	Ranunculaceae	genus	金蓮花屬
Podocarpium	Fabaceae	genus	长柄山蚂蝗属
Alysicarpus	Fabaceae	genus	链荚豆属
Mitrephora	Annonaceae	genus	银钩花属
Leptopus	Phyllanthaceae	genus	黑钩叶属
Humata	Davalliaceae	genus	骨碎补属
Aganosma	Apocynaceae	genus	香花藤属
Zehneria	Benincaseae	genus	马㼎儿属
Satyrium (植物)	Orchidaceae	genus	鸟足兰属
Tibetia	Caraganeae	genus	高山豆属
Paederia	Rubiaceae	genus	雞屎藤屬
Stephanotis	Apocynaceae	genus	黑鳗藤属
Nephelaphyllum	Orchidaceae	genus	云叶兰属
Aucklandia	Asteraceae	genus	云木香属
Polyalthia	Miliuseae	genus	暗罗属
Pteridrys	Aspidiaceae	genus	牙蕨属
Chesneya	Fabaceae	genus	雀儿豆属
Eriolaena	Sterculioideae	genus	火绳树属
Doritis	Orchidaceae	genus	五唇兰属
Bournea	Gesneriaceae	genus	四数苣苔属
Neoregelia	Bromeliaceae	genus	彩叶鳳梨属
Pentas	Rubiaceae	genus	五星花属
Eremotropa	Pyroloideae	genus	沙晶兰属
Pentapterygium	Vacciniaceae	genus	五翅莓属
Vacciniaceae	Ericales	familia	越桔科
Pentaphragma	Campanulaceae	genus	五膜草科
Phanera	Bauhiniinae	genus	火索藤属
Pseudechinolaena	Boivinellinae	genus	鉤毛草屬
Boivinellinae	Paniceae	subtribus	拱稃草亞族
Melothria	Benincaseae	genus	番马瓟属
Hunteria	Apocynaceae	genus	仔榄树属
Cereus	Cereeae	genus	仙人柱属
Cereeae	Cactoideae	tribus	仙人柱族
Atrichum	Polytrichaceae	genus	仙鹤藓属
Polytrichaceae	Polytrichales	familia	金发藓科
Polytrichales	Bryopsida	ordo	金发藓科
Dichrostachys	Fabaceae	genus	代儿茶属
Lysidice	Saraceae	genus	仪花属
Reimersia	Pottiaceae	genus	芮氏藓属
Pottiaceae	Pottiales	familia	丛藓科
Pottiales	Dicranidae	ordo	丛藓目
Dicranidae	Bryopsida	subclassis	曲尾藓亚纲
Bryophytina	Bryophyta	subphylum	真藓亚门
Campylium	Amblystegiaceae	genus	细湿藓属
Campyliadelphus	Amblystegiaceae	genus	拟细湿藓属
Zenia	Fabaceae	genus	任豆属
Ikonnikovia	Plumbaginaceae	genus	伊犁花属
Acronema	Apiaceae	genus	丝瓣芹属
Pterygopleurum	Apiaceae	genus	脉叶翅棱芹
Stereospermum	Bignoniaceae	genus	羽叶楸属
Veratrilla	Gentianaceae	genus	滇黄芩属
Tricholepidium	Polypodiaceae	genus	毛鳞蕨属
Chamaeanthus	Orchidaceae	genus	低药兰属
Gonostegia	Urticaceae	genus	糯米团属
Gladiolus	Iridaceae	genus	唐菖蒲属
Macrothamnium	Hylocomiaceae	genus	南木藓属
Hylocomiaceae	Hypnales	familia	塔藓科
Arabidopsis	Brassicaceae	genus	拟南芥属
Meiothecium	Sematophyllaceae	genus	亚太小蒴藓属
Sematophyllaceae	Hypnales	familia	锦藓科
Giraldiella	Sematophyllaceae	genus	丝灰藓属
Robinia	Fabaceae	genus	刺槐属
Diandranthus	Poaceae	genus	双药芒属
Neosinocalamus	Poaceae	genus	慈竹属
Perotis	Poaceae	genus	茅根属
Buchloe	Poaceae	genus	野牛草属
Sacciolepis	Poaceae	genus	囊颖草属
Dichanthium	Poaceae	genus	双花草属
Rhynchelytrum	Poaceae	genus	红毛草属
Aulacolepis	Poaceae	genus	沟稃草属
Lepturus	Poaceae	genus	细穗草属
Eurycorymbus	Sapindaceae	genus	伞花木属
Geniostema	Loganiaceae	genus	伪木荔枝属
Bretschneidera	Akaniaceae	genus	伯乐树属
Trichosteleum	Sematophyllaceae	genus	刺疣蘚屬
Sechium	Sicyoeae	genus	佛手瓜屬
Cananga	Annonaceae	genus	依兰属
Itea	Saxifragaceae	genus	鼠刺属
Anodendron	Papuechitinae	genus	鳝藤属
Canthium	Vanguerieae	genus	鱼骨木属
Vanguerieae	Rubioideae	tribus	鱼骨木族
Cardiospermum	Sapindoideae	genus	倒地鈴屬
Brucea	Simaroubaceae	genus	鸦胆子属
Turraea	Meliaceae	genus	杜楝属
Sandoricum	Meliaceae	genus	山陀儿属
Cedrela	Meliaceae	genus	洋椿属
Hymenaea	Detarieae	genus	孪叶豆属
Maackia	Faboideae	genus	马鞍树属
Stromanthe	Marantaceae	genus	紅裏蕉屬
Cordyline	Asparagaceae	genus	朱蕉属
Thysanotus	Lomandroideae	genus	异蕊草属
Freycinetia	Pandanaceae	genus	藤露兜属
Aerides	Aeridinae	genus	指甲兰属
Idesia	Salicaceae	genus	山桐子属
Crescentia	Crescentieae	genus	炮弹果属
Paravallaris	Apocynaceae	genus	倒缨木属
Kibatalia	Apocynaceae	genus	倒缨木属
Solms-laubachia	Brassicaceae	genus	丛菔属
Vandopsis	Orchidaceae	genus	假万带兰属
Aruncus	Rosaceae	genus	假升麻属
Tricytis	Liliaceae	genus	油点草属
Peripterygium	Cardiopteridaceae	genus	心翼果属
Zygia	Ingeae	genus	大合欢属
Chiritopsis	Gesneriaceae	genus	小花苣苔属
Strophioblachia	Euphorbiaceae	genus	宿萼木属
Leptomischus	Rubiaceae	genus	报春茜属
Yushanis	Poaceae	genus	玉山竹属
Triticosecale	Triticeae	genus	小黑麦属
Fordiophyton	Melastomataceae	genus	异药花属
Haldina	Rubiaceae	genus	心叶木属
Mischobulbum	Orchidaceae	genus	球柄兰属
Mananthes	Acanthaceae	genus	野靛棵属
Cardiopteris	Cardiopteridaceae	genus	心翼果属
Epigynum	Ichnocarpinae	genus	思茅藤属
Meteorium	Meteoriaceae	genus	蔓蘚屬
Inula	Asteraceae	genus	旋覆花属
Elytrophorus	Poaceae	genus	总苞草属
Pterocypsela	Asteraceae	genus	莴苣属
Hemigraphis	Acanthaceae	genus	半柱花属
Barbella	Meteoriaceae	genus	悬藓属
Calyptothecium	Pterobryaceae	genus	耳平蘚屬
Pterobryaceae	Leucodontales	familia	蕨蘚科
Iljinia	Chenopodiaceae	genus	戈壁藜属
Chenopodiaceae	Amaranthaceae	subfamilia	藜亞科
Dictyocline	Thelypteridaceae	genus	圣蕨属
Christiopteris	Polypodiaceae	genus	戟蕨属
Sphaeranthus	Asteraceae	genus	戴星草属
Leptolejeunea	Lejeuneaceae	genus	薄鱗蘚屬
Lejeuneaceae	Jubulineae	familia	细鳞苔科
Neckeropsis	Neckeraceae	genus	擬平蘚屬
Phacellaria	Amphorogynaceae	genus	鳞叶寄生木属
Clastobryopsis	Sematophyllaceae	genus	竹蘚屬
Plagiothecium	Plagiotheciaceae	genus	棉藓属
Plagiotheciaceae	Hypnales	familia	棉藓科
Smythea	Rhamnaceae	genus	扁果藤属
Homalia	Neckeraceae	genus	扁枝蘚屬
Danthonia	Poaceae	genus	扁芒草属
Cathayanthe	Gesneriaceae	genus	扁蒴苣苔属
Hydrogonium	Pottiaceae	genus	石灰蘚屬
Parkinsonia	Caesalpinieae	genus	扁轴木属
Rapanea	Primulaceae	genus	密花树属
Diploblechnum	Blechnaceae	genus	扫把蕨属
Barbula	Pottiaceae	genus	扭口蘚屬
Tetracme	Brassicaceae	genus	四齿芥属
Alyssum	Brassicaceae	genus	庭荠属
Gollania	Hypnaceae	genus	粗枝蘚屬
Hypnaceae	Hypnales	familia	灰蘚科
Dontostemon	Brassicaceae	genus	花旗杆属
Campylopodium	Dicranaceae	genus	扭柄蘚屬
Dicranaceae	Dicranales	familia	曲尾蘚科
Dicranales	Bryopsida	ordo	曲尾蘚目
Aerobryopsis	Meteoriaceae	genus	灰氣蘚屬
Toloxis	Meteoriaceae	genus	松蘿蘚屬
Pogonatum	Polytrichaceae	genus	小金髮蘚屬
Trachypus	Trachypodaceae	genus	扭葉蘚屬
Trachypodaceae	Isobryales	familia	扭葉蘚科
Isobryales	Bryopsida	ordo	變齒蘚目
Ditrichum	Ditrichaceae	genus	牛毛藓属
Ditrichaceae	Dicranales	familia	牛毛藓科
Thamnobryum	Neckeraceae	genus	木藓属
Dicranum	Dicranaceae	genus	曲尾藓属
Perilepta	Acanthaceae	genus	马蓝属
Okamuraea	Leucodontaceae	genus	折藓属
Iberis	Brassicaceae	genus	屈曲花属
Drymoglossum	Polypodiaceae	genus	石韦属
Lepidomicrosorum	Polypodiaceae	genus	鳞果星蕨属
Stenoseris	Lactucinae	genus	细莴苣属
Heteropappus	Asteraceae	genus	狗娃花属
Gaertnera	Gaertnereae	genus	拟九节属
Leptosiphonium	Acanthaceae	genus	拟地皮消属
Ophrestia	Faboideae	genus	拟大豆属
Maesa	Primulaceae	genus	杜茎山科
Cheilotheca	Ericaceae	genus	拟水晶兰属
Monotropaceae	Ericales	familia	水晶兰科
Blumeopsis	Asteraceae	genus	拟艾纳香属
Microtatorchis	Orchidaceae	genus	拟蜘蛛兰属
Cyclopeltis	Lomariopsidaceae	genus	拟贯众属
Molinia	Poaceae	genus	麦氏草属
Stigmatodactylus	Orchidaceae	genus	指柱兰属
Pseudosymblepharis	Pottiaceae	genus	拟合睫藓属
Lepidolejeunea	Lejeuneaceae	genus	指鳞藓属
Tayloria	Splachnaceae	genus	小壺蘚屬
Staurochilus	Aeridinae	genus	掌唇兰属
Phyllodium	Desmodiinae	genus	排钱草属
Hydrolea	Hydrophyllaceae	genus	田基麻科
Hydrophyllaceae	Solanales	familia	田基麻科
Rhytidiadelphus	Hylocomiaceae	genus	擬垂枝蘚屬
Brotherella	Sematophyllaceae	genus	小锦藓属
Bryum	Bryaceae	genus	真蘚屬
Mapania	Hypolytreae	genus	擂鼓簕属
Mnium	Mniaceae	genus	提燈蘚屬
Homaliadelphus	Miyabeaceae	genus	擬扁枝蘚屬
Haplohymenium	Thuidiaceae	genus	多枝蘚屬
Exostratum	Calymperaceae	genus	外網蘚屬
Leucobryaceae	Leucobryinales	familia	白髮蘚科
Pseudospiridentopsis	Trachypodaceae	genus	擬木毛蘚屬
Hookeriopsis	Symphyodontaceae	genus	擬油蘚屬
Symphyodontaceae	Hypnales	familia	刺果蘚科
Rhizomnium	Mniaceae	genus	毛燈蘚屬
Radulina	Sematophyllaceae	genus	擬狗尾蘚屬
Hondaella	Taxiphyllaceae	genus	擬灰蘚屬
Pterobryopsis	Pterobryaceae	genus	擬蕨蘚屬
Pseudoleskeopsis	Leskeaceae	genus	擬草蘚屬
Hemidiodia	Rubiaceae	genus	擬鴨舌癀舅屬
Distichophyllum	Hookeriaceae	genus	黃蘚屬
Hookeriaceae	Hookeriales	familia	油蘚科
Forsstroemia	Cryphaeaceae	genus	殘齒蘚屬
Cryphaeaceae	Leucodontales	familia	隱蒴蘚科
Pylaisiella	Hypnaceae	genus	金灰蘚屬
Eumyurium	Myuriaceae	genus	擬金毛蘚屬
Aeschynomene	Dalbergieae	genus	合萌屬
Ctenidium	Hypnaceae	genus	梳藓属
Trachycladiella	Meteoriaceae	genus	粗带藓属
Rivina	Petiveriaceae	genus	数珠珊瑚属
Hyalolaena	Pyramidoptereae	genus	斑膜芹属
Cyrtogonellum	Dryopteridaceae	genus	柳叶蕨属
Rhynchostegium	Brachytheciaceae	genus	长喙藓属
Schizachyrium	Poaceae	genus	裂稃草属
Pugionium	Brassicaceae	genus	沙芥属
Neodicladiella	Meteoriaceae	genus	新丝藓属
Neodolichomitra	Hylocomiaceae	genus	新船叶藓属
Neogyna	Orchidaceae	genus	新型兰属
Allardia	Anthemideae	genus	扁芒菊屬
Tricyrtis	Asparagaceae	genus	油点草属
Ptilotricum	Brassicaceae	genus	庭荠属
Ophiorrhiziphyllon	Acanthaceae	genus	蛇根草属
Pylaisiadelpha	Sematophyllaceae	genus	毛綿蘚屬
Palamocladium	Brachytheciaceae	genus	棉蘚屬
Dicladiella	Meteoriaceae	genus	悬藓属
Anoectangium	Pottiaceae	genus	叢本蘚屬
Aptychella	Sematophyllaceae	genus	竹蘚屬
Calopogonium	Fabaceae	genus	擬大豆屬
Papillaria	Meteoriaceae	genus	松蘿蘚屬
Itoa	Flacourtiaceae	genus	栀子皮属
Lotus	Fabaceae	genus	百脉根属
Garuga	Burseraceae	genus	嘉榄属
Lyonia	Ericaceae	genus	珍珠花属
Calycanthus	Calycanthaceae	genus	夏蜡梅属
Glycosmis	Rutaceae	genus	山小橘属
Discocleidion	Euphorbiaceae	genus	假奓包叶属
Gymnocoronis	Asteraceae	genus	裸冠菊属
Leptocladiella	Hylocomiaceae	genus	薄壁藓属
Isoglossa	Acanthaceae	genus	叉序草属
Phymatosorus	Polypodiaceae	genus	星蕨属
Sesbania	Sesbanieae	genus	田菁属
Hypnum	Hypnaceae	genus	灰藓属
Leucodon	Leucodontaceae	genus	白齒蘚屬
Racomitrium	Grimmiaceae	genus	砂蘚屬
Grimmiaceae	Grimmiales	familia	紫萼蘚科
Grimmiales	Dicranidae	ordo	紫萼蘚目
Ectropothecium	Hypnaceae	genus	偏蒴蘚屬
Pleurochaete	Pottiaceae	genus	側出蘚屬
Paripteris	Parispermaceae	genus	偶羽羊齒屬
Parispermaceae	Medullosales	familia	Parispermaceae科
Philonotis	Bartramiaceae	genus	澤蘚屬
Bartramiaceae	Bryales	familia	珠蘚科
Gentianella	Gentianinae	genus	假龙胆属
Stachytarpheta	Verbenaceae	genus	假马鞭属
Costus	Costaceae	genus	閉鞘薑屬
Myrsine	Primulaceae	genus	铁仔属
Sarcosperma	Sapotaceae	genus	肉实树属
Tauscheria	Brassicaceae	genus	舟果荠属
Lepironia	Chrysitricheae	genus	石龙刍属
Piptanthus	Fabaceae	genus	黄花木属
Boerhavia	Nyctaginaceae	genus	黃細心屬
Faberia	Asteraceae	genus	花佩菊属
Gueldenstaedtia	Fabaceae	genus	米口袋属
Rottboellia	Poaceae	genus	筒轴茅属
Launaea	Asteraceae	genus	栓果菊属
Corallodiscus	Gesneriaceae	genus	珊瑚苣苔属
Pavetta	Rubiaceae	genus	大沙叶属
Mollugo	Molluginaceae	genus	粟米草属
Kleinhovia	Sterculioideae	genus	克蘭樹屬
Lagoseris	Asteraceae	genus	兔苣属
Horikawaea	Pterobryaceae	genus	兜葉蘚屬
Hololeion	Asteraceae	genus	全光菊属
Kalimeris	Asteraceae	genus	马兰属
Deinocheilos	Gesneriaceae	genus	全唇苣苔属
Koelreuteria	Sapindaceae	genus	栾树属
Raphiolepis	Maleae	genus	石斑木属
Steudnera	Araceae	genus	泉七属
Octoblepharum	Leucobryaceae	genus	八齒蘚屬
Leucophanes	Calymperaceae	genus	白睫蘚屬
Symphorema	Verbenaceae	genus	六苞藤属
Serissa	Rubiaceae	genus	白马骨属
Calophyllum	Calophyllaceae	genus	红厚壳属
Phellodendron	Rutaceae	genus	黄檗属
Lowiaceae	Zingiberales	familia	蘭花蕉科
Orchidantha	Lowiaceae	genus	蘭花蕉科
Synstemon	Brassicaceae	genus	连蕊芥属
Stegnogramma	Thelypteridaceae	genus	溪边蕨属
Lens	Fabeae	genus	兵豆属
Chorispora	Brassicaceae	genus	离子芥属
Ctenanthe	Marantaceae	genus	锦竹芋属
Ageratum	Asteraceae	genus	藿香蓟属
Callisia	Commelinaceae	genus	錦竹草屬
Lophotocarpus	Alismataceae	genus	冠果草属
Pileostegia	Saxifragaceae	genus	冠盖藤属
Rhynchotechum	Leptobaeinae	genus	线柱苣苔属
Holmskioldia	Clerodendreae	genus	冬红
Stephanandra	Rosaceae	genus	野珠兰属
Pastinacopsis	Apiaceae	genus	冰防风属
Salweenia	Faboideae	genus	冬麻豆属
Eremosparton	Fabaceae	genus	无叶豆属
Beta	Beteae	genus	甜菜屬
Beteae	Betoideae	tribus	甜菜族
Betoideae	Amaranthaceae	subfamilia	甜菜亚科
Phaeanthus	Annonaceae	genus	亮花木属
Dicranodontium	Dicranaceae	genus	青毛蘚屬
Selinum	Apiaceae	genus	亮蛇床属
Alfred	Asteraceae	genus	亚飞廉属
Dicranoloma	Dicranaceae	genus	锦叶藓属
Shuteria	Phaseoleae	genus	宿苞豆屬
Trikeraia	Poaceae	genus	针茅属
Falcataria	Caesalpinioideae	genus	南洋楹屬
Ascolabellum	Orchidaceae	genus	假囊距兰属
Collabiopsis	Orchidaceae	genus	假吻兰属
Pyramidoptereae	Apioideae	tribus	塔翅芹族
Ruscus	Nolinoideae	genus	假叶树属
Ruscaceae	Asparagales	familia	玲花蕉亞科
Osteomeles	Rosaceae	genus	小石积属
Goniophlebium	Polypodiaceae	genus	棱脉蕨属
Hippomane	Hippomaninae	genus	毒疮树属
Hippomaninae	Hippomaneae	subtribus	乌桕亞族
Canna(植物)	Cannaceae	genus	美人蕉屬
Cannaceae	Zingiberales	familia	美人蕉屬
Kochia	Amaranthaceae	genus	地肤属
Biophytum	Oxalidaceae	genus	感应草属
Homaliodendron	Neckeraceae	genus	樹平蘚屬
Diplasiolejeunea	Lejeuneaceae	genus	雙鱗蘚屬
Vicatia	Apiaceae	genus	凹乳芹属
Malcolmia	Brassicaceae	genus	涩荠属
Barthea	Melastomataceae	genus	刚毛药花属
Rhadamanthus	Scilloideae	genus	垂壶百合属
Hyacinthaceae	Asparagales	familia	綿棗兒亞科
Macrothelypteris	Thelypteridaceae	genus	针毛蕨属
Bolbostemma	Cucurbitaceae	genus	假贝母属
Aspalathus	Crotalarieae	genus	松雀花属
Coronilla	Fabaceae	genus	小冠花属
Ammopiptanthus	Faboideae	genus	沙冬青属
Pericopsis	Fabaceae	genus	柚木豆属
Calotis	Asteraceae	genus	刺冠菊属
Stylosanthes	Fabaceae	genus	笔花豆属
Chaetocarpus	Peraceae	genus	刺果树属
Wijkia	Sematophyllaceae	genus	刺枝蘚屬
Symphyodon	Symphyodontaceae	genus	刺果蘚屬
Turgenia	Apiaceae	genus	刺果芹属
Eversmannia	Faboideae	genus	刺枝豆属
Psoralea	Faboideae	genus	松豆属
Xantolis	Sapotaceae	genus	刺榄属
Pyrenacantha	Icacinaceae	genus	刺核藤属
Flacourtia	Flacourtiaceae	genus	刺篱木属
Argemone	Papaveraceae	genus	刺罂粟属
Trachythecium	Hypnaceae	genus	刺蒴蘚屬
Pyrrhobryum	Calomniaceae	genus	燄蘚屬
Rhizogoniaceae	Bryales	familia	南桧藓科
Callipteris	Athyriaceae	genus	菜蕨属
Calyptrochaeta	Hookeriaceae	genus	毛柄蘚屬
Pleomele	Ruscaceae	genus	剑叶龙血树属
Calymperes	Calymperaceae	genus	花葉蘚屬
Calymperaceae	Pottiales	familia	花葉蘚科
Scopelophila	Pottiaceae	genus	舌叶藓属
Leucobryum	Dicranaceae	genus	白髮蘚屬
Ericameria	Asteraceae	genus	金菀木属
Silphium	Asteraceae	genus	松香草属
Symphyotrichum	Symphiotrichinae	genus	联毛紫菀属
Smallanthus	Asteraceae	genus	包果菊属
Spilanthes	Asteraceae	genus	鸽笼菊属
Dipoma	Brassicaceae	genus	蛇头荠属
Cephalanoplos	Asteraceae	genus	刺儿菜属
Stroganowia	Brassicaceae	genus	革叶荠属
Sinosideroxylon	Sapotaceae	genus	铁榄属
Tuyamaella	Lejeuneaceae	genus	鞍葉蘚屬
Syrrhopodon	Calymperaceae	genus	网藓属
Cyrtomidictyum	Dryopteridaceae	genus	鞭叶蕨属
Grimmia	Grimmiaceae	genus	紫萼蘚屬
Isocladiella	Sematophyllaceae	genus	鞭枝蘚屬
Acroporium	Sematophyllaceae	genus	顶胞藓属
Microtis	Orchidaceae	genus	葱叶兰属
Acrocarpus	Caesalpinioideae	genus	顶果树属
Photinopteris	Drynariaceae	genus	顶育蕨属
Epilasia	Asteraceae	genus	鼠毛菊属
Flagellaria	Flagellariaceae	genus	须叶藤科
Flagellariaceae	Graminid	familia	须叶藤科
Graminid	Poales	clade	Graminid
Himalrandia	Rubiaceae	genus	须弥茜树属
Stelmatocrypton	Asclepiadaceae	genus	须药藤属
Onobrychis	Fabaceae	genus	驴食草属
Euptelea	Eupteleaceae	genus	领春木科
Horsfieldia	Myristicaceae	genus	风吹楠属
Neofinetia	Orchidaceae	genus	风兰属
Cephalanthus	Rubiaceae	genus	威諭球屬
Epiprinus	Euphorbiaceae	genus	风轮桐属
Sinomenium	Menispermaceae	genus	风龙属
Parmentiera	Bignoniaceae	genus	蜡烛果属
Exochorda	Rosaceae	genus	白鹃梅属
Rhodotypos	Rosaceae	genus	鸡麻属
Cheiranthus	Brassicaceae	genus	糖芥属
Chromolaena	Asteraceae	genus	香泽兰属
Mimulus	Phrymaceae	genus	沟酸浆属
Heliamphora	Sarraceniaceae	genus	太阳瓶子草属
Chrysophyllum	Sapotaceae	genus	金叶树属
Stimpsonia	Primulaceae	genus	假婆婆纳属
Psiadia	Asteraceae	genus	黄胶菊属
Archileptopus	Euphorbiaceae	genus	方鼎木属
Eremopoa	Poaceae	genus	旱禾属
Glaucium	Papaveraceae	genus	海罂粟属
Neodielsia	Faboideae	genus	新蝶豆属
Weissia	Pottiaceae	genus	小石藓属
Neoathyrium	Athyriaceae	genus	蹄盖蕨属
Cochlianthus	Fabaceae	genus	旋花豆属
Malachra	Malvaceae	genus	旋葵属
Batrachium	Ranunculaceae	genus	水毛茛属
Ulota	Orthotrichaceae	genus	捲葉蘚屬
Chondrilla	Asteraceae	genus	粉苞苣属
Phryma	Phrymaceae	genus	透骨草属
Hesperis	Brassicaceae	genus	香花芥属
Pterocephalus	Caprifoliaceae	genus	翼首花属
Filago	Asteraceae	genus	絮菊属
Schoenorchis	Orchidaceae	genus	匙唇兰属
Latouchea	Gentianaceae	genus	匙叶草属
Bunias	Brassicaceae	genus	匙荠属
Crossandra	Acanthaceae	genus	十字爵床属
Warburgia	Canellaceae	genus	十數樟屬
Decaschistia	Malvaceae	genus	十裂葵属
Pentapetes	Sterculiaceae	genus	午时花属
Sclerochiton	Acantheae	genus	藍唇花屬
Acantheae	Acanthoideae	tribus	爵床族
Ferula	Apiaceae	genus	阿魏屬
Trimezia	Trimezieae	genus	黃扇鳶尾屬
Trimezieae	Iridoideae	tribus	黃扇鳶尾族
Tillandsia	Tillandsioideae	genus	鐵蘭屬
Heliconia	Heliconiaceae	genus	赫蕉屬
Heliconiaceae	Zingiberales	familia	赫蕉科
Codiaeum	Codiaeae	genus	變葉木屬
Codiaeae	Crotonoideae	tribus	變葉木族
Anigozanthos	Conostylidoideae	genus	袋鼠爪花屬
Conostylidoideae	Haemodoraceae	subfamilia	Conostylidoideae
Psychopsis	Oncidiinae	genus	蛾形文心蘭屬
Hyacinthus	Scilloideae	genus	风信子属
Aloe	Asphodeloideae	genus	芦荟属
Lapageria	Philesiaceae	genus	智利風鈴草
Basella	Basellaceae	genus	落葵属
Armoracia	Brassicaceae	genus	辣根属
Foeniculum	Apiaceae	genus	茴香属
Chamaepericlymenum	Cornaceae	genus	草茱萸属
Oxydendrum	Ericaceae	genus	酸模樹
Dietes	Irideae	genus	非洲鳶尾屬
Zantedeschia	Araceae	genus	馬蹄蓮屬
Agapanthus	Agapanthoideae	genus	百子蓮屬
Agapanthoideae	Amaryllidaceae	subfamilia	百子莲亚科
Capsella	Brassicaceae	genus	荠菜属
Orchidales	Monocots	ordo	兰目
Zygopetalum	Zygopetalinae	genus	軛瓣蘭屬
Zygopetalinae	Maxillarieae	subtribus	轭瓣兰亚族
Maxillarieae	Epidendroideae	tribus	腋唇兰族
Comarum	Rosoideae	genus	沼委陵菜属
Duchesnea	Rosoideae	genus	蛇莓属
Dichotomanthus	Maloideae	genus	牛筋条属
Toddalia	Rutaceae	genus	飛龍掌血
Scaevola (植物)	Goodeniaceae	genus	草海桐屬
Epiphyllum	Hylocereeae	genus	昙花属
Catalpa	Bignoniaceae	genus	梓木
Spathodea	Bignoniaceae	genus	火焰木属
Corsiaceae	Liliales	familia	白玉簪科
Illiciaceae	Austrobaileyales	familia	八角茴香科
Severinia	Rutaceae	genus	乌柑属
Dicentra	Fumarioideae	genus	马裤花属
Nageia	Podocarpaceae	genus	竹柏属
Echinopsis	Cactoideae	genus	仙人球属
Tithonia	Heliantheae	genus	腫柄菊屬
Phragmipedium	Orchidaceae	genus	美洲兜蘭屬
Eurycoma	Simaroubaceae	genus	东革阿里属
Mitchella	Rubiaceae	genus	蔓虎刺屬
Urticales	Plantae	ordo	荨麻目
Orychophragmus	Brassicaceae	genus	诸葛菜属
Manilkara	Sapoteae	genus	铁线子属
Saposhnikovia	Apiaceae	genus	防风属
Hamamelididae	Eudicots	subclassis	金缕梅亚纲
Tetracentron	Trochodendraceae	genus	水青树
Aphyllanthaceae	Asparagales	genus	星捧月科
Anredera	Basellaceae	genus	落葵薯属
Cyclanthaceae	Pandanales	familia	环花草科
Brachythecium	Brachytheciaceae	genus	青藓属
Ruellia	Acanthaceae	genus	芦莉草属
Leucaena	Mimosoideae	genus	银合欢属
Pimenta	Myrtaceae	genus	多香果属
Arctostaphylos	Ericaceae	genus	熊果属
Eucommia	Eucommiaceae	genus	杜仲属
Eucommiaceae	Garryales	familia	杜仲
Wollemia	Araucariaceae	genus	瓦勒迈杉属
Dionaea	Droseraceae	genus	捕蝇草属
Chlorophytum	Agavoideae	genus	吊兰属
Francoaceae	Geraniales	familia	花茎草科
Griselinia	Griseliniaceae	genus	夷茱萸科
Griseliniaceae	Apiales	familia	夷茱萸科
Helwingiaceae	Aquifoliales	familia	青荚叶科
Laxmanniaceae	Asparagales	familia	异蕊草科
Pratia	Lobelioideae	genus	铜锤玉带属
Nartheciaceae	Dioscoreales	familia	纳茜菜科
Pringlea	Brassicaceae	genus	寒甘蓝属
Philesiaceae	Liliales	familia	垂花科
Ornithogalum	Scilloideae	genus	虎眼萬年青屬
Schlumbergera	Rhipsalideae	genus	仙人指属
Rhipsalideae	Cactoideae	tribus	Rhipsalideae族
Codariocalyx	Desmodiinae	genus	舞草属
Gliricidia	Faboideae	genus	藩篱豆属
Torreya	Taxaceae	genus	榧樹屬
Behnia	Agavoideae	genus	非洲菝葜
Cyclocheilaceae	Lamiales	familia	盘果木科
Hydrostachyaceae	Cornales	familia	水穗草科
Curtisiaceae	Cornales	familia	南非茱萸科
Hypseocharitaceae	Geraniales	familia	高柱花科
Phyllonomaceae	Aquifoliales	genus	叶顶花科
Stemonuraceae	Aquifoliales	familia	金檀木科
Gomphandra	Icacinaceae	genus	粗丝木属
Ledocarpaceae	Geraniales	familia	杜香果科
Vivianiaceae	Geraniales	familia	曲胚科
Melianthaceae	Geraniales	familia	蜜花科
Biebersteiniaceae	Sapindales	familia	薰倒牛科
